Log file open, 12/27/22 14:42:29
[2022.12.27-18.42.34:039][  0]LogTurnkeySupport: Completed device detection: Code = 0
[2022.12.27-18.42.34:159][  0]LogPython: Using Python 3.9.7
[2022.12.27-18.42.35:075][  0]LogTcpMessaging: Initializing TcpMessaging bridge
[2022.12.27-18.42.35:121][  0]LogUdpMessaging: Initializing bridge on interface 0.0.0.0:0 to multicast group 230.0.0.1:6666.
[2022.12.27-18.42.35:125][  0]LogUdpMessaging: Display: Added local interface '192.168.0.3' to multicast group '230.0.0.1:6666'
[2022.12.27-18.42.35:216][  0]LogNiagaraDebuggerClient: Niagara Debugger Client Initialized | Session: C814505448AEEF8F9FDA0791ED417733 | Instance: 24F33E894F8E7F61C54559943D49AFD7 (MI_JHONGAMES-11456).
[2022.12.27-18.42.35:467][  0]LogAudio: Display: Registering Engine Module Parameter Interfaces...
[2022.12.27-18.42.35:494][  0]LogMetasoundEngine: MetaSound Engine Initialized
[2022.12.27-18.42.35:829][  0]LogOpenImageDenoise: OIDN starting up
[2022.12.27-18.42.35:978][  0]SourceControl: Source control is disabled
[2022.12.27-18.42.35:986][  0]SourceControl: Source control is disabled
[2022.12.27-18.42.35:995][  0]SourceControl: Source control is disabled
[2022.12.27-18.42.35:999][  0]LogUProjectInfo: Found projects:
[2022.12.27-18.42.36:250][  0]LogAndroidPermission: UAndroidPermissionCallbackProxy::GetInstance
[2022.12.27-18.42.36:278][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2022.12.27-18.42.36:278][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2022.12.27-18.42.36:395][  0]LogCollectionManager: Loaded 0 collections in 0.002600 seconds
[2022.12.27-18.42.36:398][  0]LogFileCache: Scanning file cache for directory 'C:/Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/Collections/' took 0.00s
[2022.12.27-18.42.36:400][  0]LogFileCache: Scanning file cache for directory 'C:/Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/Developers/hbibl/Collections/' took 0.00s
[2022.12.27-18.42.36:408][  0]LogFileCache: Scanning file cache for directory 'C:/Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/Collections/' took 0.00s
[2022.12.27-18.42.36:833][  0]LogEngine: Initializing Engine...
[2022.12.27-18.42.36:847][  0]LogStylusInput: Initializing StylusInput subsystem.
[2022.12.27-18.42.36:849][  0]LogStats: UGameplayTagsManager::InitializeManager -  0.000 s
[2022.12.27-18.42.36:852][  0]LogMaterial: Display: Missing cached shadermap for WireframeMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 659A670D7B11155B33FE0FA74538AE00DC88D168), compiling. Is special engine material.
[2022.12.27-18.42.36:857][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 4ABC2C9B617E4C5A1CA054C0D5DCCB7323F80FAD), compiling. Is special engine material.
[2022.12.27-18.42.36:861][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationUnlitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 20B27FE1E4D6668032DE64CE896209668496D669), compiling. Is special engine material.
[2022.12.27-18.42.36:866][  0]LogMaterial: Display: Missing cached shadermap for MAT_LevelColorationLitLightmapUV in PCD3D_SM6, Default, SM6 (DDC key hash: 12689C2CC98FF07D2F2171D168A44FFE5FCD93F7), compiling. Is special engine material.
[2022.12.27-18.42.36:871][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: CA9635B74B6E5CE85B8A89CDC051075CCABCA393), compiling. Is special engine material.
[2022.12.27-18.42.36:875][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationUnlitMateri in PCD3D_SM6, Default, SM6 (DDC key hash: EDE48AA4156A5667C76AFB7EAA77569B323E8CBE), compiling. Is special engine material.
[2022.12.27-18.42.36:983][  0]LogInit: Initializing FReadOnlyCVARCache
[2022.12.27-18.42.37:000][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.27-18.42.37:023][  0]LogAIModule: Creating AISystem for world Untitled
[2022.12.27-18.42.37:024][  0]LogNetVersion: Set ProjectVersion to 1.0.0.0. Version Checksum will be recalculated on next use.
[2022.12.27-18.42.37:024][  0]LogInit: Texture streaming: Enabled
[2022.12.27-18.42.37:053][  0]LogAnalytics: Display: [UEEditor.Rocket.Release] APIServer = https://datarouter.ol.epicgames.com/. AppVersion = 5.1.0-23058290+++UE5+Release-5.1
[2022.12.27-18.42.37:064][  0]LogAudio: Display: Initializing Audio Device Manager...
[2022.12.27-18.42.37:083][  0]LogAudio: Display: Loading Default Audio Settings Objects...
[2022.12.27-18.42.37:084][  0]LogAudio: Display: No default SoundConcurrencyObject specified (or failed to load).
[2022.12.27-18.42.37:087][  0]LogAudio: Display: AudioInfo: 'BINKA' Registered
[2022.12.27-18.42.37:089][  0]LogAudio: Display: AudioInfo: 'PCM' Registered
[2022.12.27-18.42.37:089][  0]LogAudio: Display: AudioInfo: 'ADPCM' Registered
[2022.12.27-18.42.37:089][  0]LogAudio: Display: AudioInfo: 'OGG' Registered
[2022.12.27-18.42.37:089][  0]LogAudio: Display: AudioInfo: 'OPUS' Registered
[2022.12.27-18.42.37:089][  0]LogAudio: Display: Audio Device Manager Initialized
[2022.12.27-18.42.37:089][  0]LogAudio: Display: Creating Audio Device:                 Id: 1, Scope: Shared, Realtime: True
[2022.12.27-18.42.37:089][  0]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2022.12.27-18.42.37:089][  0]LogAudioMixer: Display: 	Sample Rate:						  48000
[2022.12.27-18.42.37:089][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2022.12.27-18.42.37:089][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.27-18.42.37:089][  0]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2022.12.27-18.42.37:089][  0]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2022.12.27-18.42.37:089][  0]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2022.12.27-18.42.37:089][  0]LogAudio: Display: AudioDevice MaxSources: 32
[2022.12.27-18.42.37:090][  0]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2022.12.27-18.42.37:090][  0]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2022.12.27-18.42.37:090][  0]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2022.12.27-18.42.37:097][  0]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2022.12.27-18.42.37:130][  0]LogAudioMixer: Display: Using Audio Hardware Device Audifonos (3- USB Audio Device)
[2022.12.27-18.42.37:130][  0]LogAudioMixer: Display: Initializing Sound Submixes...
[2022.12.27-18.42.37:132][  0]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2022.12.27-18.42.37:132][  0]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2022.12.27-18.42.37:133][  0]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=1
[2022.12.27-18.42.37:133][  0]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2022.12.27-18.42.37:135][  0]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2022.12.27-18.42.37:135][  0]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=1
[2022.12.27-18.42.37:135][  0]LogInit: FAudioDevice initialized.
[2022.12.27-18.42.37:135][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled'.
[2022.12.27-18.42.37:154][  0]LogCsvProfiler: Display: Metadata set : largeworldcoordinates="1"
[2022.12.27-18.42.37:162][  0]LogLiveCoding: Display: Starting LiveCoding
[2022.12.27-18.42.37:162][  0]LogLiveCoding: Display: LiveCodingConsole Arguments: UnrealEditor Win64 Development
[2022.12.27-18.42.37:164][  0]LogLiveCoding: Display: First instance in process group "UE_EnhancedInputSR_0xbc3adbe0", spawning console
[2022.12.27-18.42.37:177][  0]LogLiveCoding: Display: Waiting for server
[2022.12.27-18.42.37:610][  0]LogLiveCoding: Display: Successfully initialized, removing startup thread
[2022.12.27-18.42.37:622][  0]LogInit: Transaction tracking system initialized
[2022.12.27-18.42.37:659][  0]LogSourceControl: Uncontrolled asset enumeration started...
[2022.12.27-18.42.37:665][  0]LogSourceControl: Uncontrolled asset enumeration finished in 0.006692 seconds (Found 115 uncontrolled assets)
[2022.12.27-18.42.37:702][  0]BlueprintLog: New page: Editor Load
[2022.12.27-18.42.37:937][  0]LocalizationService: Localization service is disabled
[2022.12.27-18.42.37:985][  0]TimingProfiler: Initialize
[2022.12.27-18.42.37:985][  0]TimingProfiler: OnSessionChanged
[2022.12.27-18.42.37:985][  0]LoadingProfiler: Initialize
[2022.12.27-18.42.37:985][  0]LoadingProfiler: OnSessionChanged
[2022.12.27-18.42.37:985][  0]NetworkingProfiler: Initialize
[2022.12.27-18.42.37:985][  0]NetworkingProfiler: OnSessionChanged
[2022.12.27-18.42.37:985][  0]MemoryProfiler: Initialize
[2022.12.27-18.42.37:985][  0]MemoryProfiler: OnSessionChanged
[2022.12.27-18.42.38:315][  0]LogFileCache: Scanning file cache for directory 'C:/Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/' took 0.00s
[2022.12.27-18.42.38:412][  0]LogEditorDomain: Display: Class /Script/AnimationData.AnimationSequencerDataModel is imported by a package but does not exist in memory. EditorDomain keys for packages using it will be invalid if it still exists.
	To clear this message, resave packages that use the deleted class, or load its module earlier than the packages that use it are referenced.
[2022.12.27-18.42.38:483][  0]LogLevelSequenceEditor: LevelSequenceEditor subsystem initialized.
[2022.12.27-18.42.38:734][  0]LogInit: Display: Engine is initialized. Leaving FEngineLoop::Init()
[2022.12.27-18.42.38:739][  0]SourceControl: Source control is disabled
[2022.12.27-18.42.38:740][  0]LogUnrealEdMisc: Loading editor; pre map load, took 10.113
[2022.12.27-18.42.38:740][  0]Cmd: MAP LOAD FILE="../../../Engine/Content/Maps/Templates/OpenWorld.umap" TEMPLATE=1 SHOWPROGRESS=1 FEATURELEVEL=4
[2022.12.27-18.42.38:740][  0]LightingResults: New page: Lighting Build
[2022.12.27-18.42.38:748][  0]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2022.12.27-18.42.38:748][  0]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.27-18.42.38:748][  0]MapCheck: New page: Map Check
[2022.12.27-18.42.38:748][  0]LightingResults: New page: Lighting Build
[2022.12.27-18.42.38:754][  0]LogAudio: Display: Audio Device unregistered from world 'None'.
[2022.12.27-18.42.38:758][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.66ms
[2022.12.27-18.42.38:769][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled_1'.
[2022.12.27-18.42.38:769][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.27-18.42.38:770][  0]LogAIModule: Creating AISystem for world Untitled_1
[2022.12.27-18.42.38:770][  0]LogWorldPartition: ULevel::OnLevelLoaded(Untitled_1)(bIsOwningWorldGameWorld=0, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2022.12.27-18.42.38:770][  0]LogWorldPartition: Display: WorldPartition initialize started...
[2022.12.27-18.42.38:770][  0]LogWorldPartition: UWorldPartition::Initialize(Asset=Untitled_1, IsEditor=1, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2022.12.27-18.42.39:335][  0]LogContentBundle: [Container: Untitled_1] Creating new contrainer.
[2022.12.27-18.42.39:335][  0]LogWorldPartition: Display: WorldPartition initialize took 563 ms
[2022.12.27-18.42.39:810][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2022.12.27-18.42.39:939][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.82ms
[2022.12.27-18.42.39:939][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2022.12.27-18.42.39:954][  0]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 15.393ms to complete.
[2022.12.27-18.42.39:954][  0]LogFileHelpers: Loading map 'OpenWorld' took 1.215
[2022.12.27-18.42.39:964][  0]LogUnrealEdMisc: Total Editor Startup Time, took 11.338
[2022.12.27-18.42.39:964][  0]LogShaderCompilers: Display: ================================================
[2022.12.27-18.42.39:964][  0]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2022.12.27-18.42.39:965][  0]LogShaderCompilers: Display: Total job queries 0, among them cache hits 0 (0.00%)
[2022.12.27-18.42.39:965][  0]LogShaderCompilers: Display: Tracking 0 distinct input hashes that result in 0 distinct outputs (0.00%)
[2022.12.27-18.42.39:965][  0]LogShaderCompilers: Display: RAM used: 0.00 MB (0.00 GB) of 819.20 MB (0.80 GB) budget. Usage: 0.00%
[2022.12.27-18.42.39:965][  0]LogShaderCompilers: Display: === Shader Compilation stats ===
[2022.12.27-18.42.39:965][  0]LogShaderCompilers: Display: Shaders Compiled: 0
[2022.12.27-18.42.39:965][  0]LogShaderCompilers: Display: Jobs assigned 0, completed 0 (0.00%)
[2022.12.27-18.42.39:965][  0]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 0.00 s
[2022.12.27-18.42.39:965][  0]LogShaderCompilers: Display: ================================================
[2022.12.27-18.42.40:725][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-18.42.40:732][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-18.42.40:738][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-18.42.40:745][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-18.42.40:800][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/StarterContent.upack', mount point: 'root:/'
[2022.12.27-18.42.40:802][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_FirstPerson.upack', mount point: 'root:/'
[2022.12.27-18.42.40:802][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_FirstPersonBP.upack', mount point: 'root:/'
[2022.12.27-18.42.40:802][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_HandheldARBP.upack', mount point: 'root:/'
[2022.12.27-18.42.40:803][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_ThirdPerson.upack', mount point: 'root:/'
[2022.12.27-18.42.40:803][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_ThirdPersonBP.upack', mount point: 'root:/'
[2022.12.27-18.42.40:804][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_TopDown.upack', mount point: 'root:/'
[2022.12.27-18.42.40:804][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_TopDownBP.upack', mount point: 'root:/'
[2022.12.27-18.42.40:805][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_VehicleAdvBP.upack', mount point: 'root:/'
[2022.12.27-18.42.40:805][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_VirtualRealityBP.upack', mount point: 'root:/'
[2022.12.27-18.42.40:937][  0]LogSlate: Took 0.000212 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2022.12.27-18.42.40:940][  0]LogSlate: Took 0.000206 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Italic.ttf' (157K)
[2022.12.27-18.42.40:941][  0]LogSlate: Took 0.000168 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansMono.ttf' (77K)
[2022.12.27-18.42.40:962][  0]LogViewport: Scene viewport resized to 1523x848, mode Windowed.
[2022.12.27-18.42.41:557][  0]LogStall: Startup...
[2022.12.27-18.42.41:559][  0]LogStall: Startup complete.
[2022.12.27-18.42.41:569][  0]LogLoad: (Engine Initialization) Total time: 12.94 seconds
[2022.12.27-18.42.41:569][  0]LogLoad: (Engine Initialization) Total Blueprint compile time: 0.00 seconds
[2022.12.27-18.42.41:640][  0]LogAssetRegistry: Asset discovery search completed in 9.3736 seconds
[2022.12.27-18.42.41:647][  0]LogCollectionManager: Fixed up redirectors for 0 collections in 0.000008 seconds (updated 0 objects)
[2022.12.27-18.42.41:792][  0]LogTurnkeySupport: Turnkey Device: Win64@MI_JHONGAMES: (Name=MI_JHONGAMES, Type=Computer, Status=Valid, , Flags="Device_InstallSoftwareValid")
[2022.12.27-18.42.41:795][  0]LogContentStreaming: Texture pool size now 1000 MB
[2022.12.27-18.42.44:275][109]LogViewport: Scene viewport resized to 1267x728, mode Windowed.
[2022.12.27-18.42.44:529][109]LogViewport: Scene viewport resized to 1014x582, mode Windowed.
[2022.12.27-18.42.45:996][159]LogViewport: Scene viewport resized to 1526x894, mode Windowed.
[2022.12.27-18.42.47:850][261]LogSlate: Took 0.000176 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Bold.ttf' (160K)
[2022.12.27-18.42.50:944][411]LogContentBrowser: Deferred new asset file creation: NewWorld
[2022.12.27-18.42.50:956][411]LogContentBrowser: Creating deferred item: NewWorld
[2022.12.27-18.42.50:958][411]LogSlate: Took 0.000760 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Light.ttf' (167K)
[2022.12.27-18.42.51:012][413]LogContentBrowser: Renaming the item being created (Deferred Item: NewWorld).
[2022.12.27-18.42.57:119][780]LogContentBrowser: Attempting asset rename: NewWorld -> main_empty
[2022.12.27-18.42.57:127][780]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.27-18.42.57:132][780]LogContentBrowser: End creating deferred item NewWorld
[2022.12.27-18.42.58:690][871]LogUObjectHash: Compacting FUObjectHashTables data took   0.50ms
[2022.12.27-18.42.59:547][871]LogSlate: Window 'Save Content' being destroyed
[2022.12.27-18.42.59:562][871]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-18.42.59:617][871]LogUObjectHash: Compacting FUObjectHashTables data took   0.35ms
[2022.12.27-18.42.59:623][871]LogPackageLocalizationCache: Processed 43 localized package path(s) for 1 prioritized culture(s) in 0.005095 seconds
[2022.12.27-18.42.59:630][871]LogSerialization: UsePackageTrailer: 'true'
[2022.12.27-18.42.59:632][871]LogSavePackage: Moving output files for package: /Game/main_empty
[2022.12.27-18.42.59:632][871]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/main_empty787FFDDC465D5DD2CCEE9AB0C4A39A96.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/main_empty.umap'
[2022.12.27-18.42.59:636][871]LogFileHelpers: Saving map 'main_empty' took 0.026
[2022.12.27-18.42.59:648][871]LogFileHelpers: InternalPromptForCheckoutAndSave took 86 ms
[2022.12.27-18.42.59:652][871]AssetCheck: New page: Asset Save: main_empty
[2022.12.27-18.42.59:652][871]LogContentValidation: Display: Validating /Script/Engine.World /Game/main_empty.main_empty
[2022.12.27-18.43.00:431][915]LogUObjectHash: Compacting FUObjectHashTables data took   0.35ms
[2022.12.27-18.43.00:433][915]LogAssetEditorSubsystem: Opening Asset editor for World /Game/main_empty.main_empty
[2022.12.27-18.43.00:433][915]Cmd: MAP LOAD FILE="../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/main_empty.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=4
[2022.12.27-18.43.00:433][915]LightingResults: New page: Lighting Build
[2022.12.27-18.43.00:433][915]LoadErrors: New page: Loading map: main_empty.umap
[2022.12.27-18.43.00:477][915]LogWorld: UWorld::CleanupWorld for Untitled_1, bSessionEnded=true, bCleanupResources=true
[2022.12.27-18.43.00:478][915]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.27-18.43.00:480][915]LogContentBundle: [Container: Untitled_1] Deleting container.
[2022.12.27-18.43.00:481][915]MapCheck: New page: Map Check
[2022.12.27-18.43.00:481][915]LightingResults: New page: Lighting Build
[2022.12.27-18.43.00:486][915]LogAudio: Display: Audio Device unregistered from world 'None'.
[2022.12.27-18.43.00:505][915]LogUObjectHash: Compacting FUObjectHashTables data took   1.10ms
[2022.12.27-18.43.00:511][915]LogWorld: UWorld::CleanupWorld for main_empty, bSessionEnded=true, bCleanupResources=true
[2022.12.27-18.43.00:511][915]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
